geoid,state,district,moved_since_previous_year,moved_since_previous_year_moe,state_moved_since_previous_year,state_moved_since_previous_year_moe,country_moved_since_previous_year,country_moved_since_previous_year_moe,ratio_state_moved_since_previous_year,ratio_state_moved_since_previous_year_moe,ratio_country_moved_since_previous_year,ratio_country_moved_since_previous_year_moe,same_house_year_ago,same_house_year_ago_moe,state_same_house_year_ago,state_same_house_year_ago_moe,country_same_house_year_ago,country_same_house_year_ago_moe,ratio_state_same_house_year_ago,ratio_state_same_house_year_ago_moe,ratio_country_same_house_year_ago,ratio_country_same_house_year_ago_moe,moved_same_county,moved_same_county_moe,state_moved_same_county,state_moved_same_county_moe,country_moved_same_county,country_moved_same_county_moe,ratio_state_moved_same_county,ratio_state_moved_same_county_moe,ratio_country_moved_same_county,ratio_country_moved_same_county_moe,moved_different_county,moved_different_county_moe,state_moved_different_county,state_moved_different_county_moe,country_moved_different_county,country_moved_different_county_moe,ratio_state_moved_different_county,ratio_state_moved_different_county_moe,ratio_country_moved_different_county,ratio_country_moved_different_county_moe,moved_different_state,moved_different_state_moe,state_moved_different_state,state_moved_different_state_moe,country_moved_different_state,country_moved_different_state_moe,ratio_state_moved_different_state,ratio_state_moved_different_state_moe,ratio_country_moved_different_state,ratio_country_moved_different_state_moe,moved_from_abroad,moved_from_abroad_moe,state_moved_from_abroad,state_moved_from_abroad_moe,country_moved_from_abroad,country_moved_from_abroad_moe,ratio_state_moved_from_abroad,ratio_state_moved_from_abroad_moe,ratio_country_moved_from_abroad,ratio_country_moved_from_abroad_moe
50000US5308,Washington,8,14.81,1.35,17.74,0.44,14.62,0.06,0.8348365276211951,0.1937300088390342,1.0129958960328318,0.19299637692008267,85.19,1.27,82.26,0.42,85.38,0.06,1.035618769754437,0.04145403186790892,0.9977746544858281,0.03115172490083598,8.34,0.98,10.16,0.35,8.32,0.05,0.8208661417322834,0.24976552596381676,1.002403846153846,0.24763398964748576,2.9,0.49,3.14,0.15,3.25,0.03,0.9235668789808916,0.40125646786146324,0.8923076923076922,0.318038933494925,2.77,0.72,3.58,0.19,2.36,0.02,0.7737430167597765,0.4857319468244094,1.173728813559322,0.6301084536378654,0.81,0.37,0.85,0.09,0.69,0.01,0.9529411764705883,1.0845464725643899,1.173913043478261,1.1067226890756303
50000US2701,Minnesota,1,14.77,0.87,14.42,0.34,14.62,0.06,1.0242718446601942,0.1690610372012811,1.0102599179206566,0.1273093391622002,85.23,0.85,85.58,0.33,85.38,0.06,0.9959102594064034,0.02754540573218034,0.9982431482782854,0.021314008860232724,7.14,0.61,7.15,0.25,8.32,0.05,0.9986013986013985,0.24075597336466903,0.8581730769230769,0.15695486413589152,4.83,0.49,4.68,0.17,3.25,0.03,1.0320512820512822,0.28475552609321786,1.4861538461538462,0.3290031813361612,2.27,0.31,2.04,0.13,2.36,0.02,1.1127450980392157,0.4475595338625232,0.9618644067796611,0.2790346907993967,0.53,0.19,0.55,0.08,0.69,0.01,0.9636363636363636,0.9922323539344815,0.7681159420289856,0.5731092436974791
50000US3905,Ohio,5,14.77,1.08,15.03,0.28,14.62,0.06,0.9827012641383899,0.18038946517729634,1.0102599179206566,0.15603759319699376,85.23,1.04,84.97,0.29,85.38,0.06,1.0030599034953513,0.031326418144017175,0.9982431482782854,0.025764702086526863,8.65,0.87,9.45,0.23,8.32,0.05,0.9153439153439155,0.22881895268998403,1.0396634615384615,0.22163857503405812,4.15,0.56,3.46,0.13,3.25,0.03,1.1994219653179192,0.4144144144144144,1.276923076923077,0.36822072413270723,1.6,0.27,1.7,0.08,2.36,0.02,0.9411764705882354,0.40712997641836596,0.6779661016949153,0.24032176973353447,0.37,0.14,0.42,0.05,0.69,0.01,0.8809523809523809,0.889016676250719,0.5362318840579711,0.4214285714285715
50000US1808,Indiana,8,14.75,1.05,14.86,0.4,14.62,0.06,0.9925975773889637,0.1948974801005712,1.0088919288645692,0.15192232835284608,85.25,1.05,85.14,0.4,85.38,0.06,1.0012919896640826,0.03407443770707622,0.998477395174514,0.025999278328250025,7.87,0.71,8.49,0.33,8.32,0.05,0.9269729093050648,0.23967920501533949,0.9459134615384616,0.18204880388443206,4.72,0.56,3.73,0.18,3.25,0.03,1.2654155495978552,0.4233853247361406,1.4523076923076923,0.3714588698682018,2.0,0.53,2.22,0.15,2.36,0.02,0.9009009009009008,0.6019690576652601,0.8474576271186441,0.4635495223730518,0.15,0.08,0.41,0.05,0.69,0.01,0.36585365853658536,0.4867149758454107,0.2173913043478261,0.2382352941176471
50000US2905,Missouri,5,14.72,1.01,15.67,0.39,14.62,0.06,0.9393746011486919,0.17577653824336748,1.006839945280438,0.14643343713507204,85.28,0.91,84.33,0.37,85.38,0.06,1.0112652674018736,0.03045637068981519,0.9988287655188569,0.022720314006226396,8.85,0.78,8.52,0.31,8.32,0.05,1.0387323943661972,0.25903002029125055,1.063701923076923,0.2002921125283336,2.41,0.4,4.08,0.18,3.25,0.03,0.5906862745098039,0.24868183459732757,0.7415384615384616,0.25986592940463565,3.18,0.52,2.7,0.15,2.36,0.02,1.1777777777777778,0.5176470588235295,1.3474576271186443,0.4635495223730519,0.29,0.1,0.36,0.06,0.69,0.01,0.8055555555555556,0.8476190476190476,0.42028985507246375,0.3021008403361345
50000US4503,South Carolina,3,14.67,1.13,14.82,0.49,14.62,0.06,0.9898785425101214,0.21819270776595165,1.0034199726402189,0.16282151091415395,85.33,1.24,85.18,0.56,85.38,0.06,1.0017609767551068,0.04228842432120281,0.9994143827594285,0.03045128847379594,6.95,0.83,7.65,0.35,8.32,0.05,0.9084967320261438,0.30075342465753424,0.8353365384615384,0.20956690200361452,4.92,0.64,3.41,0.26,3.25,0.03,1.442815249266862,0.5988668310194196,1.5138461538461538,0.42183002575367373,2.47,0.42,3.37,0.22,2.36,0.02,0.7329376854599406,0.3464296767917937,1.0466101694915255,0.373698197227609,0.33,0.15,0.39,0.06,0.69,0.01,0.8461538461538461,1.0545454545454542,0.47826086956521746,0.44873949579831934
50000US1212,Florida,12,14.59,1.11,15.81,0.25,14.62,0.06,0.9228336495888678,0.16964500091238832,0.9979480164158687,0.16004057250651257,85.41,1.18,84.19,0.24,85.38,0.06,1.014491032189096,0.03381611630019815,1.000351370344343,0.02904712332158641,7.7,0.91,8.69,0.19,8.32,0.05,0.8860759493670887,0.2483015368309486,0.9254807692307693,0.22988186923124704,3.36,0.43,3.01,0.1,3.25,0.03,1.1162790697674418,0.3602833117866101,1.0338461538461539,0.2837259506135434,3.13,0.47,2.97,0.11,2.36,0.02,1.0538720538720538,0.39510489510489505,1.326271186440678,0.42081447963800905,0.4,0.11,1.14,0.08,0.69,0.01,0.3508771929824562,0.24342715743891122,0.5797101449275364,0.33571428571428574
50000US1806,Indiana,6,14.58,1.1,14.86,0.4,14.62,0.06,0.9811574697173621,0.20101550079851502,0.9972640218878249,0.1586669461328862,85.42,1.11,85.14,0.4,85.38,0.06,1.0032887009631195,0.035502674177167876,1.0004684937924573,0.02740755885312136,8.31,0.92,8.49,0.33,8.32,0.05,0.9787985865724382,0.2932589702547686,0.998798076923077,0.23316705167155685,3.75,0.44,3.73,0.18,3.25,0.03,1.0053619302949062,0.3337343755628399,1.1538461538461537,0.2920958945614301,1.9,0.35,2.22,0.15,2.36,0.02,0.8558558558558558,0.43294808292056497,0.8050847457627118,0.3102779573367809,0.62,0.23,0.41,0.05,0.69,0.01,1.5121951219512195,1.5132850241545897,0.8985507246376813,0.6928571428571431
50000US3502,New Mexico,2,14.58,1.23,14.08,0.68,14.62,0.06,1.0355113636363635,0.2753792015532096,0.9972640218878249,0.1764511033925203,85.42,1.2,85.92,0.62,85.38,0.06,0.9941806331471136,0.04228320713662759,1.0004684937924573,0.029515781960313323,7.98,0.91,8.31,0.54,8.32,0.05,0.9602888086642599,0.345274087646969,0.9591346153846154,0.23028637718344,2.25,0.41,2.11,0.25,3.25,0.03,1.066350710900474,0.6504465099325679,0.6923076923076923,0.2651113467656415,3.47,0.63,3.15,0.28,2.36,0.02,1.1015873015873017,0.6005830903790088,1.4703389830508475,0.5588594412123824,0.89,0.37,0.52,0.14,0.69,0.01,1.7115384615384615,2.527910685805423,1.2898550724637683,1.1100840336134454
50000US5304,Washington,4,14.56,1.35,17.74,0.44,14.62,0.06,0.8207440811724916,0.19303051692452486,0.9958960328317374,0.1928560200017966,85.44,1.26,82.26,0.42,85.38,0.06,1.038657913931437,0.0412419290995067,1.000702740688686,0.030921593261587575,8.67,1.1,10.16,0.35,8.32,0.05,0.8533464566929133,0.2756561150925627,1.0420673076923077,0.27695792683895815,3.22,0.6,3.14,0.15,3.25,0.03,1.0254777070063694,0.48123938965752106,0.9907692307692308,0.38755491592182995,2.07,0.42,3.58,0.19,2.36,0.02,0.5782122905027932,0.2968474918429145,0.8771186440677966,0.37082525317819437,0.6,0.29,0.85,0.09,0.69,0.01,0.7058823529411765,0.8412653975363943,0.8695652173913044,0.8659663865546219
50000US3623,New York,23,14.54,0.93,10.56,0.17,14.62,0.06,1.3768939393939392,0.2205253276907055,0.9945280437756497,0.13538828337874662,85.46,0.77,89.44,0.18,85.38,0.06,0.9555008944543828,0.021064266017651247,1.0009369875849146,0.01944381890779985,8.09,0.74,5.92,0.14,8.32,0.05,1.366554054054054,0.31481037377094107,0.9723557692307692,0.18957843048025205,3.63,0.39,2.45,0.07,3.25,0.03,1.4816326530612243,0.403361344537815,1.116923076923077,0.2606423269201636,2.16,0.36,1.34,0.06,2.36,0.02,1.6119402985074627,0.6830357142857142,0.9152542372881357,0.3206205559146736,0.66,0.19,0.85,0.06,0.69,0.01,0.7764705882352941,0.5594658506050912,0.9565217391304349,0.5785714285714286
50000US3302,New Hampshire,2,14.53,1.2,15.13,0.79,14.62,0.06,0.9603436880370124,0.2596201019042212,0.993844049247606,0.17231899571817827,85.47,1.08,84.87,0.75,85.38,0.06,1.0070696359137503,0.043253106234261395,1.0010541110330289,0.026705640891923076,7.56,1.0,8.0,0.59,8.32,0.05,0.945,0.3915169853531474,0.908653846153846,0.2513150120124415,2.39,0.37,2.64,0.31,3.25,0.03,0.9053030303030303,0.4998035935113115,0.7353846153846154,0.24128919860627177,4.16,0.53,3.97,0.4,2.36,0.02,1.0478589420654911,0.4830618746354377,1.7627118644067798,0.47906342023989085,0.41,0.19,0.53,0.15,0.69,0.01,0.7735849056603773,1.2554179566563468,0.5942028985507246,0.5680672268907564
50000US1904,Iowa,4,14.52,0.82,15.33,0.48,14.62,0.06,0.9471624266144814,0.16645646854375507,0.9931600547195623,0.12032892175943947,85.48,0.75,84.67,0.47,85.38,0.06,1.0095665524979331,0.028924861496810894,1.0011712344811432,0.01897565411379236,7.37,0.56,8.73,0.39,8.32,0.05,0.8442153493699885,0.20412880222138083,0.8858173076923077,0.1452674736600313,4.17,0.45,3.66,0.22,3.25,0.03,1.139344262295082,0.3842603692160153,1.283076923076923,0.3006362672322376,2.47,0.35,2.53,0.18,2.36,0.02,0.9762845849802373,0.4177121771217712,1.0466101694915255,0.3143719026071967,0.51,0.16,0.42,0.06,0.69,0.01,1.2142857142857144,1.1319444444444446,0.7391304347826088,0.4852941176470589
50000US1219,Florida,19,14.48,1.07,15.81,0.25,14.62,0.06,0.915876027830487,0.16436355312821138,0.9904240766073872,0.15450676707488697,85.52,1.36,84.19,0.24,85.38,0.06,1.0157976006651621,0.038099642651485494,1.0016397282736005,0.03326538029994153,6.65,0.77,8.69,0.19,8.32,0.05,0.7652474108170312,0.2107790143084261,0.7992788461538461,0.19470990278807107,2.36,0.42,3.01,0.1,3.25,0.03,0.7840531561461794,0.33153224826245015,0.7261538461538461,0.2718906226329344,4.58,0.57,2.97,0.11,2.36,0.02,1.542087542087542,0.49875124875124865,1.940677966101695,0.5159807512748689,0.9,0.28,1.14,0.08,0.69,0.01,0.7894736842105264,0.605010825858336,1.3043478260869568,0.8495798319327733
50000US4003,Oklahoma,3,14.46,0.9,16.72,0.42,14.62,0.06,0.8648325358851676,0.1511994330343401,0.9890560875512997,0.13123933287421027,85.54,0.72,83.28,0.39,85.38,0.06,1.027137367915466,0.026911819138844113,1.0018739751698291,0.018273900767500538,6.51,0.54,9.65,0.32,8.32,0.05,0.6746113989637306,0.15683062047879975,0.782451923076923,0.13921719043223119,5.02,0.53,4.06,0.19,3.25,0.03,1.2364532019704433,0.37763793889648894,1.5446153846153845,0.3547000454476595,2.61,0.45,2.63,0.18,2.36,0.02,0.9923954372623575,0.48029631781538246,1.1059322033898304,0.40012928248222374,0.32,0.15,0.39,0.08,0.69,0.01,0.8205128205128205,1.1544269045984898,0.46376811594202905,0.44831932773109245
50000US4823,Texas,23,14.45,1.18,15.89,0.22,14.62,0.06,0.909376966645689,0.17373537149075216,0.9883720930232558,0.1695380573105369,85.55,1.24,84.11,0.18,85.38,0.06,1.0171204375222922,0.03383873965668361,1.0019910986179434,0.03045491000173833,8.12,0.92,9.25,0.18,8.32,0.05,0.8778378378378378,0.23317171381770857,0.9759615384615383,0.2328925641325688,3.6,0.61,3.86,0.1,3.25,0.03,0.9326424870466322,0.3646303460133247,1.1076923076923078,0.3958680502954098,1.87,0.42,1.94,0.07,2.36,0.02,0.963917525773196,0.5032058956554128,0.7923728813559323,0.36938878115348706,0.86,0.28,0.85,0.05,0.69,0.01,1.011764705882353,0.7805555555555557,1.2463768115942029,0.8478991596638658
50000US0408,Arizona,8,14.45,1.05,18.46,0.44,14.62,0.06,0.7827735644637053,0.15116067391317115,0.9883720930232558,0.15175390005090278,85.55,1.09,81.54,0.44,85.38,0.06,1.0491783173902378,0.03805944669672221,1.0019910986179434,0.02694120482308507,9.51,0.88,11.85,0.36,8.32,0.05,0.8025316455696203,0.19746687109611394,1.143028846153846,0.22528492528882588,0.64,0.22,1.84,0.12,3.25,0.03,0.34782608695652173,0.2857142857142857,0.19692307692307692,0.13903196485381003,3.76,0.53,3.99,0.22,2.36,0.02,0.9423558897243107,0.370710131869932,1.5932203389830508,0.47619047619047616,0.55,0.18,0.78,0.09,0.69,0.01,0.7051282051282052,0.6326836581709145,0.7971014492753624,0.5449579831932774
50000US1901,Iowa,1,14.44,0.95,15.33,0.48,14.62,0.06,0.9419439008480104,0.18310620435857625,0.9876880984952121,0.13806816480522205,85.56,0.85,84.67,0.47,85.38,0.06,1.0105113971890871,0.031297535929364906,1.0021082220660578,0.021319441152146314,9.0,0.82,8.73,0.39,8.32,0.05,1.0309278350515463,0.280528209011738,1.0817307692307692,0.21012454510913767,3.14,0.35,3.66,0.22,3.25,0.03,0.8579234972677595,0.2954627187724766,0.9661538461538461,0.23324117557945764,2.01,0.3,2.53,0.18,2.36,0.02,0.7944664031620553,0.35198241344115566,0.8516949152542372,0.268692092221504,0.29,0.09,0.42,0.06,0.69,0.01,0.6904761904761905,0.638888888888889,0.42028985507246375,0.273109243697479
50000US2406,Maryland,6,14.43,1.23,13.6,0.42,14.62,0.06,1.0610294117647059,0.24665175913879805,0.9870041039671683,0.17636688924154864,85.57,0.87,86.4,0.41,85.38,0.06,0.9903935185185184,0.02953912218236117,1.0022253455141719,0.02178809979087322,7.82,0.86,7.31,0.34,8.32,0.05,1.0697674418604652,0.335533237685318,0.9399038461538461,0.21803556491702528,3.15,0.76,2.89,0.17,3.25,0.03,1.0899653979238753,0.6564542483660131,0.9692307692307692,0.48562717770034847,2.52,0.41,2.67,0.16,2.36,0.02,0.9438202247191012,0.4217476384215787,1.0677966101694916,0.3655821302880126,0.94,0.24,0.74,0.09,0.69,0.01,1.2702702702702702,0.9720111214087118,1.3623188405797102,0.7352941176470588
50000US5101,Virginia,1,14.43,1.16,15.68,0.34,14.62,0.06,0.920280612244898,0.18795768652938716,0.9870041039671683,0.16679080456328413,85.57,0.77,84.32,0.33,85.38,0.06,1.0148244781783682,0.026207519008922046,1.0022253455141719,0.019445629671771044,4.68,0.69,6.54,0.25,8.32,0.05,0.7155963302752293,0.26610722305082524,0.5625,0.17263243662588357,5.49,0.64,5.02,0.17,3.25,0.03,1.0936254980079683,0.32942812307570074,1.6892307692307693,0.42506817148916826,3.19,0.53,3.18,0.14,2.36,0.02,1.0031446540880502,0.42247939124920736,1.3516949152542372,0.4720965309200604,1.07,0.44,0.94,0.08,0.69,0.01,1.1382978723404256,1.1381668946648427,1.5507246376811596,1.3205882352941176
50000US2104,Kentucky,4,14.41,1.04,15.65,0.49,14.62,0.06,0.9207667731629393,0.19075258375755674,0.9856361149110807,0.1503634308470821,85.59,0.93,84.35,0.45,85.38,0.06,1.0147006520450506,0.03287859536285336,1.0024595924104007,0.023193911092147478,6.65,0.68,8.89,0.41,8.32,0.05,0.7480314960629921,0.2224513085818624,0.7992788461538461,0.17307450603078015,4.33,0.56,3.74,0.19,3.25,0.03,1.1577540106951871,0.41817725692577856,1.3323076923076924,0.3692432964702318,2.9,0.52,2.58,0.17,2.36,0.02,1.124031007751938,0.5536325914749151,1.228813559322034,0.4615384615384616,0.54,0.23,0.44,0.09,0.69,0.01,1.2272727272727273,1.6150943396226414,0.7826086956521741,0.6894957983193278
50000US3103,Nebraska,3,14.34,1.07,16.46,0.7,14.62,0.06,0.8712029161603888,0.2044818548625655,0.9808481532147744,0.15442816720064675,85.66,0.91,83.54,0.66,85.38,0.06,1.0253770648790996,0.03799013426388723,1.0032794565472007,0.02272656937267235,7.19,0.74,9.44,0.55,8.32,0.05,0.7616525423728815,0.2463678526670653,0.8641826923076923,0.18827822634820332,4.09,0.51,3.74,0.26,3.25,0.03,1.0935828877005347,0.4268390804597701,1.2584615384615385,0.33710801393728224,2.73,0.54,2.73,0.31,2.36,0.02,1.0,0.6308449325793823,1.1567796610169492,0.4772678302090067,0.34,0.22,0.55,0.16,0.69,0.01,0.6181818181818182,1.2668833513903934,0.4927536231884059,0.6521008403361346
50000US0621,California,21,14.33,1.46,13.38,0.16,14.62,0.06,1.0710014947683109,0.24388543386883038,0.9801641586867306,0.2077750247028176,85.67,1.17,86.62,0.16,85.38,0.06,0.9890325559916878,0.030668430867935092,1.003396579995315,0.028817156297244476,9.57,1.35,8.39,0.13,8.32,0.05,1.140643623361144,0.35724516591071853,1.1502403846153846,0.3383564552968149,3.49,0.47,2.8,0.07,3.25,0.03,1.2464285714285717,0.3982846421870812,1.073846153846154,0.30908195727920007,0.78,0.32,1.33,0.05,2.36,0.02,0.5864661654135338,0.5260416666666666,0.3305084745762712,0.27680815916110035,0.48,0.18,0.87,0.04,0.69,0.01,0.5517241379310345,0.46551039322123655,0.6956521739130435,0.5420168067226891
50000US2407,Maryland,7,14.3,1.17,13.6,0.42,14.62,0.06,1.0514705882352942,0.2372288449840787,0.9781121751025993,0.1680858310626703,85.7,1.19,86.4,0.41,85.38,0.06,0.9918981481481481,0.03696097676882325,1.003747950339658,0.02928614416578433,8.05,0.94,7.31,0.34,8.32,0.05,1.101231190150479,0.3604017216642755,0.967548076923077,0.2375993030905852,3.83,0.62,2.89,0.17,3.25,0.03,1.3252595155709341,0.5870098039215687,1.1784615384615384,0.4033290410543857,1.73,0.32,2.67,0.16,2.36,0.02,0.6479400749063671,0.3184998521813805,0.7330508474576272,0.2836314012784601,0.68,0.17,0.74,0.09,0.69,0.01,0.918918918918919,0.6932344763670065,0.9855072463768118,0.5214285714285716
50000US3624,New York,24,14.28,0.98,10.56,0.17,14.62,0.06,1.352272727272727,0.22920454555647543,0.9767441860465116,0.14208237266820373,85.72,0.99,89.44,0.18,85.38,0.06,0.9584078711985689,0.0259954858072546,1.0039821972358867,0.024601533157392916,8.61,0.81,5.92,0.14,8.32,0.05,1.4543918918918919,0.3426290725958409,1.0348557692307692,0.2071571903455509,3.01,0.39,2.45,0.07,3.25,0.03,1.2285714285714284,0.38888888888888884,0.9261538461538461,0.2571201333131344,1.82,0.29,1.34,0.06,2.36,0.02,1.3582089552238805,0.5555803571428571,0.7711864406779662,0.2588522588522588,0.84,0.27,0.85,0.06,0.69,0.01,0.9882352941176471,0.7786896647656142,1.2173913043478262,0.8180672268907564
50000US2604,Michigan,4,14.26,0.78,14.79,0.3,14.62,0.06,0.9641649763353618,0.14465038615786305,0.9753761969904241,0.11471090217684224,85.74,0.67,85.21,0.27,85.38,0.06,1.006219927238587,0.022102777495281705,1.0042164441321153,0.0171059580060789,6.74,0.54,8.82,0.24,8.32,0.05,0.764172335600907,0.1641581376680714,0.8100961538461539,0.13954946482153252,5.85,0.48,3.82,0.13,3.25,0.03,1.531413612565445,0.3559534835854688,1.7999999999999998,0.32864338736555065,1.35,0.27,1.59,0.1,2.36,0.02,0.8490566037735849,0.4481950677097811,0.5720338983050848,0.2385261797026503,0.32,0.1,0.56,0.06,0.69,0.01,0.5714285714285714,0.4851612903225806,0.46376811594202905,0.3033613445378151
50000US2609,Michigan,9,14.26,1.2,14.79,0.3,14.62,0.06,0.9641649763353618,0.20146889539231141,0.9753761969904241,0.1721674102464293,85.74,1.29,85.21,0.27,85.38,0.06,1.006219927238587,0.03665520620187291,1.0042164441321153,0.031629272744512396,8.98,0.96,8.82,0.24,8.32,0.05,1.018140589569161,0.27329844548387594,1.0793269230769231,0.2437507133064335,3.69,0.65,3.82,0.13,3.25,0.03,0.9659685863874345,0.4065315083530582,1.1353846153846154,0.42099681866383887,1.14,0.26,1.59,0.1,2.36,0.02,0.7169811320754716,0.41888725626464396,0.4830508474576271,0.22854269913093447,0.45,0.18,0.56,0.06,0.69,0.01,0.8035714285714285,0.8245161290322579,0.6521739130434784,0.5407563025210084
50000US1712,Illinois,12,14.25,1.12,13.1,0.26,14.62,0.06,1.0877862595419847,0.21425606730464308,0.9746922024623803,0.16121769919453846,85.75,1.03,86.9,0.28,85.38,0.06,0.9867663981588032,0.030064629538198585,1.0043335675802296,0.02553901504975321,7.87,0.83,8.34,0.22,8.32,0.05,0.9436450839328537,0.24899866488651534,0.9459134615384616,0.21089599956081992,3.55,0.56,2.63,0.11,3.25,0.03,1.3498098859315588,0.5397115050399723,1.0923076923076922,0.3648121496742918,2.45,0.47,1.61,0.07,2.36,0.02,1.5217391304347827,0.7175324675324676,1.038135593220339,0.4159304747540042,0.38,0.17,0.52,0.04,0.69,0.01,0.7307692307692307,0.7708333333333333,0.5507246376811594,0.5088235294117648
50000US0607,California,7,14.25,1.2,13.38,0.16,14.62,0.06,1.0650224215246635,0.2048728818293754,0.9746922024623803,0.17216179596969786,85.75,1.26,86.62,0.16,85.38,0.06,0.9899561302239667,0.03274989194986943,1.0043335675802296,0.03092669632368822,9.04,0.97,8.39,0.13,8.32,0.05,1.0774731823599522,0.26468130818811175,1.0865384615384615,0.24624132655493575,3.23,0.59,2.8,0.07,3.25,0.03,1.1535714285714287,0.47940677208969895,0.9938461538461538,0.3814573549462203,1.4,0.35,1.33,0.05,2.36,0.02,1.0526315789473684,0.6063179347826086,0.5932203389830508,0.3066867772750126,0.58,0.18,0.87,0.04,0.69,0.01,0.6666666666666666,0.47610221104197004,0.8405797101449275,0.546218487394958
50000US2402,Maryland,2,14.2,1.21,13.6,0.42,14.62,0.06,1.0441176470588236,0.24266222760028489,0.9712722298221614,0.1735017366829356,85.8,0.45,86.4,0.41,85.38,0.06,0.9930555555555555,0.019841946297257124,1.0049191848208012,0.011953511433492945,7.59,0.96,7.31,0.34,8.32,0.05,1.0383036935704515,0.3600191296030607,0.9122596153846153,0.24174262025804713,3.25,0.5,2.89,0.17,3.25,0.03,1.1245674740484428,0.47998366013071897,1.0,0.32618163914558396,2.49,0.45,2.67,0.16,2.36,0.02,0.9325842696629214,0.45046668449875416,1.055084745762712,0.39926739926739935,0.87,0.39,0.74,0.09,0.69,0.01,1.1756756756756757,1.3601482854494904,1.2608695652173914,1.1672268907563026
50000US2502,Massachusetts,2,14.2,1.02,13.04,0.31,14.62,0.06,1.0889570552147239,0.2083350250521491,0.9712722298221614,0.14750950684193193,85.8,0.87,86.96,0.31,85.38,0.06,0.9866605335786569,0.027044151534813366,1.0049191848208012,0.021791885933722086,7.98,0.8,7.14,0.22,8.32,0.05,1.1176470588235294,0.2932426489067605,0.9591346153846154,0.20384311448008446,3.24,0.44,2.6,0.13,3.25,0.03,1.2461538461538462,0.4642375168690958,0.996923076923077,0.28919860627177696,2.11,0.39,2.21,0.14,2.36,0.02,0.9547511312217194,0.4758145749820125,0.8940677966101694,0.3456869927458163,0.88,0.27,1.08,0.1,0.69,0.01,0.8148148148148148,0.6565202352127292,1.2753623188405798,0.819747899159664
50000US1220,Florida,20,14.17,1.3,15.81,0.25,14.62,0.06,0.8962681846932321,0.19284607528964326,0.9692202462380302,0.18579700272479566,85.83,1.29,84.19,0.24,85.38,0.06,1.019479748188621,0.036457717333282916,1.0052705551651442,0.031630754278670646,8.93,1.01,8.69,0.19,8.32,0.05,1.0276179516685846,0.2775198728139905,1.0733173076923077,0.25569814460870355,1.94,0.39,3.01,0.1,3.25,0.03,0.6445182724252492,0.30229500226516837,0.5969230769230769,0.2510415088622936,1.13,0.32,2.97,0.11,2.36,0.02,0.3804713804713804,0.24400599400599401,0.4788135593220339,0.27932198520433815,2.16,0.67,1.14,0.08,0.69,0.01,1.8947368421052635,1.4484998453448812,3.1304347826086962,2.0331932773109247
50000US5109,Virginia,9,14.15,1.1,15.68,0.34,14.62,0.06,0.9024234693877552,0.1795262440853757,0.9678522571819426,0.15842553223343417,85.85,0.99,84.32,0.33,85.38,0.06,1.0181451612903225,0.031451807717384296,1.0055048020613726,0.02460367315117706,6.95,0.81,6.54,0.25,8.32,0.05,1.062691131498471,0.32943330578260843,0.8353365384615384,0.20475903605754991,4.95,0.61,5.02,0.17,3.25,0.03,0.9860557768924304,0.31016824583358166,1.5230769230769232,0.4035373428268444,1.88,0.39,3.18,0.14,2.36,0.02,0.5911949685534591,0.2979153455928979,0.7966101694915254,0.34403504991740286,0.38,0.16,0.94,0.08,0.69,0.01,0.4042553191489362,0.4122207022343822,0.5507246376811594,0.4798319327731093
50000US4810,Texas,10,14.14,1.27,15.89,0.22,14.62,0.06,0.8898678414096917,0.1845251040132909,0.9671682626538989,0.18167612360391655,85.86,0.99,84.11,0.18,85.38,0.06,1.0208060872666747,0.027909891125678477,1.0056219255094871,0.024603837766083533,7.47,0.97,9.25,0.18,8.32,0.05,0.8075675675675675,0.24125074096721505,0.8978365384615384,0.24397319268013962,3.67,0.63,3.86,0.1,3.25,0.03,0.9507772020725389,0.3759402535998281,1.1292307692307693,0.4085744584153916,2.02,0.49,1.94,0.07,2.36,0.02,1.041237113402062,0.5810519594540666,0.8559322033898306,0.42979242979242976,0.97,0.38,0.85,0.05,0.69,0.01,1.1411764705882352,1.0319444444444446,1.4057971014492754,1.1424369747899161
50000US0502,Arkansas,2,14.14,1.22,15.76,0.6,14.62,0.06,0.8972081218274112,0.22346156079245988,0.9671682626538989,0.1748360631194419,85.86,1.2,84.24,0.6,85.38,0.06,1.0192307692307694,0.04301116727782637,1.0056219255094871,0.029523025016198107,8.36,0.94,9.36,0.49,8.32,0.05,0.8931623931623932,0.29517852339775325,1.0048076923076923,0.23804715118051306,3.54,0.62,3.69,0.27,3.25,0.03,0.959349593495935,0.4790005316321106,1.0892307692307692,0.4016815633994849,2.02,0.45,2.41,0.23,2.36,0.02,0.8381742738589211,0.5383305532388102,0.8559322033898306,0.3958916900093371,0.21,0.13,0.31,0.06,0.69,0.01,0.6774193548387096,1.1437837837837839,0.30434782608695654,0.3857142857142858
