Rank,Pollster,Pollster Rating ID,Polls Analyzed,NCPP/AAPOR/Roper,Banned by 538,Predictive Plus-Minus,538 Grade,Mean-Reverted Bias,Races Called Correctly,Misses Outside MOE,Simple Average Error,Simple Expected Error,Simple Plus-Minus,Advanced Plus-Minus,Mean-Reverted Advanced Plus Minus,# of Polls for Bias Analysis,Bias,House Effect,Average Distance from Polling Average (ADPA),Herding Penalty
209,Data Targeting,406,1,no,no,0.4991578947368421,B/C,-0.2104961997584293,1.0,0.0,3.999427795410156,6.190354653596476,-2.18607251757973,-3.531059731289722,-0.1858452490152485,1,-3.999427795410156,,,0.0
210,Rethink Priorities,672,2,no,yes,0.5018514637863866,F,0.3788209915161133,1.0,0.5,3.788209915161133,4.44201379632886,-0.6489495405611372,-0.525485362136134,-0.0525485362136134,2,3.788209915161133,-0.4903712688523529,2.787908394822637,0.0
211,Wiese Research Associates,382,7,no,no,0.5048358593013772,B/C,0.9467606616622736,1.0,0.4285714285714285,7.323360988071987,5.847293605205125,1.480921723473451,0.1754684624898306,0.0309204293567153,7,5.372714451381138,6.66444426642524,,0.0
212,RAND (American Life Panel),270,4,no,no,0.5095395936292186,B/C,0.1736514275035423,1.0,0.25,2.674911499023438,3.579110389595308,-0.8993445499652808,-0.1906186158601363,-0.0230066790590666,4,1.438764572143555,3.721805380385323,4.048593495678862,0.0
213,JMC Analytics,156,13,no,no,0.5106998119231376,B/C,-0.7819164735009975,0.8846153846153846,0.1538461538461539,5.687059842623198,5.164945171268722,0.5269690119610644,0.6542144436661432,0.24310067383506,13,-2.104235429030198,-1.712971273868803,5.797091969873341,0.0
214,Moore Information,217,12,no,no,0.5118782690384208,B/C,-0.6951948202835481,0.75,0.1666666666666667,6.462831497192383,5.818690209241944,0.6489956285570281,0.3852976995698104,0.1144288607242513,12,-2.340816497802734,-4.355487005555785,5.241224483740024,0.1719560764917774
215,OnMessage Inc.,239,12,no,no,0.5168366660895292,B/C,-1.638568026149947,0.75,0.3333333333333333,6.76245911916097,5.638599712294909,1.128713747472649,0.5763589538430638,0.172031710009919,12,-5.489705085754395,-5.856712356886356,7.706283608555769,0.0
216,The Tyson Group,334,14,no,no,0.5169735290229934,B/C,0.1068472848265846,0.8928571428571429,0.1428571428571428,4.524324689592634,5.719990683847969,-1.190811653648746,0.2916074229095915,0.0874990608818113,12,0.4594434102376302,0.108508396639826,4.207747811540017,0.2877293970616016
217,Dittman Research,79,6,no,no,0.5185105759063202,B/C,0.4780232558042909,1.0,0.3333333333333333,5.36842155456543,5.218344633396079,0.1549312617759401,-0.0514986940478487,-0.0065792588303422,5,4.585626983642578,-1.083808898925781,8.5114976391727,0.0
218,Mason Strategies,464,1,no,no,0.5198914173942083,B/C,0.0866587653277707,1.0,0.0,1.890171051025391,5.708192679384823,-3.813167287752842,-4.604348099564906,-0.2110957742322349,1,1.890171051025391,-4.050000190734863,,0.0
219,1892 Polling,461,1,no,no,0.5198914173942083,B/C,-0.0277419910364482,1.0,0.0,0.6050987243652344,4.986418844306704,-4.376465779334881,-3.738883553313888,-0.1714167785284408,1,-0.6050987243652344,-4.217575998017282,7.549999237060547,0.0
220,Braun Research,33,6,no,no,0.5218497983001612,B/C,1.168395140330185,1.0,0.5,6.57904052734375,5.333275649057244,1.250619218893095,0.084193314818258,0.0149521893767173,6,6.57904052734375,2.750000317891438,2.25,0.193905661400436
221,Big Data Poll,251,4,no,yes,0.522758638732403,F,-0.4342454568686589,0.25,0.25,3.046503067016602,3.696486658840722,-0.6451292512175306,0.0931661432263936,0.0132798075498592,4,-3.046503067016602,-4.851080095445788,6.731741858822733,0.0
222,Blumenthal Research Daily,447,2,no,yes,0.5263744841283232,F,-0.1575991160111993,1.0,0.0,2.467611312866211,5.638341035807127,-3.165875382334327,-2.051734484823545,-0.1798847586821848,2,-1.797548294067383,-3.291666666666667,1.0,1.5836249328262
223,Southern Media & Opinion Research,310,7,no,no,0.5266091678016338,B/C,0.0930673670065113,1.0,0.2857142857142857,6.942311150687082,5.298149337056105,1.649016154237565,0.345261579985275,0.0647984239819264,7,0.4958853040422712,0.4604760669526599,,0.0
224,Edgewater Research/My People Vote,530,2,no,no,0.5280291468967028,B/C,-0.0622989158976114,1.0,0.0,1.700000762939453,5.328922781218676,-3.624067677672634,-1.380189154171575,-0.1292624283363107,2,-0.665191650390625,0.6833324432373047,1.23333485921224,1.027081012971852
225,The Polling Company Inc./National Research Inc.,644,1,no,no,0.5292794977249156,B/C,-0.1123074703570687,0.0,0.0,2.625537872314453,5.513608298180296,-2.883216085259253,-3.702385581933174,-0.1583696671748479,1,-2.625537872314453,1.806111229790582,3.55000114440918,0.8307405767476224
226,Dixie Strategies,81,11,no,no,0.5298564900697459,B/C,-1.115235573972929,0.9545454545454546,0.5454545454545454,6.573435003107244,5.957171311888197,0.6211180318256374,0.6577821430093992,0.2149729736070278,8,-4.019611358642578,-3.992251247054335,7.151050894272147,0.0
227,Personal Marketing Research,252,3,no,no,0.530340999794168,B/C,,0.6666666666666666,0.3333333333333333,5.411446253458659,9.377282965354292,-3.960982371289043,-3.530717722236241,-0.1498001733881424,0,,,6.100505063388336,0.027413447753404
228,Ethridge & Associates LLC,89,6,no,no,0.5308744366044175,B/C,-0.055599642064223,0.8333333333333334,0.0,2.664740244547526,4.98668521896212,-2.317090633808005,-1.87322592458754,-0.1461447971745971,6,-0.7126541137695312,-3.704166666666667,1.945446689463193,1.274145774244554
229,Bendixen & Amandi International,29,2,no,no,0.5315842228214828,B/C,0.1210308213228181,1.0,0.0,3.005687713623047,4.984013891347866,-1.97347183711823,-0.6174179684120591,-0.0473797997596811,2,1.577182769775391,3.181666628519694,,0.0
230,Forward Strategies,102,2,no,no,0.5325782279628469,B/C,0.0664861010956853,1.0,0.0,1.30284309387207,4.886251782915052,-3.578554348436392,-2.347493426889205,-0.119796225681907,2,1.30284309387207,3.616071428571428,4.0,0.9065719204133242
231,CSP Polling,39,1,no,yes,0.5348104598229051,F,0.1097464575157897,1.0,0.0,2.565666198730469,5.441342618051372,-2.870822078714313,-2.766629486439672,-0.1183426688731848,1,2.565666198730469,-2.554444630940755,4.166666666666667,0.8959329994868166
232,Market Decisions Research,184,4,no,no,0.5366016543782307,B/C,-0.0691058240412036,1.0,0.25,4.664346694946289,5.005561781468037,-0.3363607459151585,-1.297582604298548,-0.0942474546031129,4,-0.9514369964599608,-0.3999999999999999,5.5,0.654655589746167
233,Targeted Persuasion,579,1,no,no,0.5380648282103843,B/C,,1.0,0.0,0.9474029541015624,9.672130421329964,-8.719873126621811,-10.15794896327855,-0.4053047290142406,0,,,,0.0
234,University of Houston,351,1,no,no,0.5380648282103843,B/C,,1.0,0.0,2.005395889282227,9.546341300288688,-7.536091070399872,-8.858919949950904,-0.3534731433140437,0,,,,0.0
235,Singularis Group,306,1,no,no,0.5380648282103843,B/C,-0.0318606585104297,1.0,0.0,0.7985076904296875,5.294739482378556,-4.491377451342279,-4.471793064531674,-0.1784256726214928,1,-0.7985076904296875,2.0,,0.0
236,Change Research,48,109,yes,no,0.5429569259997251,B-,2.87662266524397,0.7477064220183486,0.3486238532110092,6.361464404184884,5.119239181516076,1.247079563275397,0.5089871793837869,0.4322299068123009,101,3.433526256296894,0.8843236647144364,4.25586283905743,0.2042655012436705
237,Valley Research,368,8,no,no,0.543939611598199,B/C,0.4143418875818117,0.875,0.125,5.055089473724365,4.956138550299345,0.1038052640316096,-0.1034487324724526,-0.0120083683019043,8,3.56943941116333,3.237499713897705,2.0,0.1596209649877704
238,University of Wisconsin-Milwaukee,366,3,no,no,0.5472114288863595,B/C,-0.0600707773696393,1.0,0.0,1.627614339192708,6.21254154765672,-4.580072867857422,-4.605856013381849,-0.1699895021284382,3,-1.627614339192708,3.361111111111111,,0.0
239,Tufts University,666,1,no,no,0.5475642325774921,B/C,0.1340538827996505,1.0,0.0,2.547023773193359,3.799137245215796,-1.247259131415847,-1.337384828697161,-0.0703886751945874,1,2.547023773193359,-1.293440993114185,3.034583250681559,0.2571052476695102
240,Mercyhurst University,422,1,no,no,0.5539666948301877,B/C,-0.0256045861832137,1.0,0.0,0.7379531860351562,6.010215435191023,-5.267407908549278,-6.730360836853476,-0.2335217292267797,1,-0.7379531860351562,,,0.0
241,Odney,524,1,no,no,0.5539666948301877,B/C,0.0714600242176442,1.0,0.0,2.059558868408203,6.073717909854865,-4.009304700840073,-5.155234784676257,-0.1788699552178043,1,2.059558868408203,-8.0,8.0,0.0
242,Diamond State Consulting Group,78,1,no,no,0.5539666948301877,B/C,0.1311797930771222,1.0,0.0,3.780750274658203,5.635256578671561,-1.849651963406769,-2.870160877203463,-0.0995852893255796,1,3.780750274658203,-5.400001525878906,5.400001525878906,0.4194975189688179
243,University of Tennessee,362,2,no,no,0.5572493027700784,B/C,-0.091661963825131,1.0,0.0,2.726200103759766,4.856763059162516,-2.125708614796161,-3.986092255272814,-0.1340228267186099,2,-2.726200103759766,-5.439999389648438,,0.0
244,Jim Meader (KELOLAND-TV),159,4,no,no,0.5587163216241517,B/C,0.2520143302391507,1.0,0.25,4.569961547851563,5.400266969587797,-0.8254510811296456,-0.780651571215634,-0.0430496801362668,4,4.569961547851563,4.379166603088379,,0.0
245,Overtime Politics,247,12,no,yes,0.5606575823109456,F,,0.6666666666666666,0.4166666666666667,9.819032033284506,8.8002319152952,1.023654458595894,0.7574553550038076,0.2520475497343417,0,,,6.634753052243117,0.0
246,Reconnect Research/Probolsky Research,651,2,no,no,0.5612857184847847,B/C,-0.1652378082275391,0.5,0.0,1.652378082275391,5.308732091518542,-3.651499668636562,-1.94561455137911,-0.194561455137911,2,-1.652378082275391,-1.215624690055847,2.200000762939453,2.014471736226958
247,KG Polling,502,2,no,yes,0.5629580963561331,F,0.1902591516344927,1.0,0.0,2.170063018798828,5.563354060502096,-3.388436701096678,-1.625743500085212,-0.1425362196498393,2,2.170063018798828,0.5,1.0,1.574900309824624
248,DHM Research,76,14,no,no,0.5642438083247361,B/C,-0.0778338840348906,0.8571428571428571,0.0714285714285714,4.376786095755441,5.490767137210339,-1.109126700848309,0.1861249118860822,0.0541392592911868,12,-0.3195734024047852,0.3325756911075473,4.497297898437283,0.5406756684793275
249,Richmond Times-Dispatch,288,4,no,no,0.5651237642740335,B/C,0.1608213861396819,1.0,0.0,3.31916332244873,4.581592794419672,-1.257575131364352,-0.8314425452721331,-0.0458175309691152,4,2.918396949768066,2.411111111111111,4.964109123704968,0.1657404533149993
250,Manhattanville College,181,3,no,no,0.5663975253264174,B/C,-0.1715809583025112,1.0,0.3333333333333333,6.246330261230469,6.767597272395764,-0.5164126705587059,-1.659693474538157,-0.0572050630429813,2,-8.19076919555664,0.1535353323425901,7.177654338522139,0.0
251,War Room Logistics,374,1,no,no,0.5678598845666973,B/C,,1.0,1.0,4.470468521118164,7.490421217887829,-3.015098356163076,-2.561214517790606,-0.0772220554053263,0,,,11.55555555555556,0.0
252,IMGE Insights,145,2,no,no,0.569244618947208,B/C,-0.5264236856242678,1.0,0.5,6.416610717773438,5.028467100058508,1.392997958321519,-0.050222927770391,-0.0041203276780526,2,-6.416610717773438,-0.539500045776367,6.877749860236933,0.0
253,Franklin Pierce University,107,17,no,no,0.5729475581501563,B/C,0.7443353315476624,0.8529411764705882,0.4705882352941176,6.727921429802389,5.895960444249671,0.8368153261593081,0.5520588097406083,0.1153434623410852,12,4.465128262837728,5.21357908574944,5.853875597785531,0.0872893362468564
254,Alaska Survey Research,155,9,no,no,0.5740976421836099,B/C,1.864177303236265,0.4444444444444444,0.4444444444444444,7.410337236192492,5.666928752451221,1.748262824347859,0.7170276814330256,0.1817091398941078,9,7.356078677707249,3.51202323247516,11.22645419647108,0.0
255,Crantford Research,62,1,no,no,0.5799820738756363,B/C,0.0644898214916852,1.0,0.0,2.462959289550781,5.432348998703429,-2.964535368546058,-3.657323993631593,-0.0957629192196584,1,2.462959289550781,9.0,,0.0
256,Lincoln Institute,170,2,no,no,0.5824804547828468,B/C,-0.1048016342512832,0.75,0.0,4.131523132324219,5.241303960991875,-1.104926488061066,-2.900882953570159,-0.0735847929610441,2,-4.131523132324219,2.731892899104527,,0.0
257,Belden Russonello,28,3,no,no,0.5854152596770307,B/C,0.0612298840920925,1.0,0.3333333333333333,4.136116027832031,5.484229198564642,-1.343258830126022,-0.4477223734118073,-0.0222070626520885,3,1.234471638997396,2.103030233672171,,0.0
258,PSB Research,250,19,no,no,0.58657849860232,B/C,2.312793349272176,0.631578947368421,0.4210526315789473,7.750792453163548,6.17902469742683,1.576622096343309,0.8199137789340896,0.2728400172265894,19,6.950194308632298,1.048611153496636,5.391713725320113,0.0154466635775686
259,Rivercity Polling,291,1,no,no,0.5867095617996063,B/C,-0.1747003444309101,1.0,0.0,6.67205810546875,6.567956656091599,0.1089557899837401,-1.74306753384611,-0.0456402647752209,1,-6.67205810546875,-11.25000095367432,,0.0
260,JMC Analytics/Bold Blue Campaigns,503,5,no,no,0.5874416106710005,B/C,-1.070948914995215,0.8,0.2,6.71466293334961,5.744101656167575,0.975415617788624,0.6814295843276099,0.1320003689858563,5,-5.528592681884765,-6.841666539510092,26.00000000000001,0.0
261,AYTM,635,4,no,no,0.5874428609973176,B/C,0.6593147624622692,0.75,0.0,3.62623119354248,4.288456421692077,-0.6573708875430071,-0.621834409146875,-0.1130608016630682,4,3.62623119354248,0.2269919453753536,3.051699940686654,1.278770144632121
262,Sacred Heart University,453,2,no,no,0.590285521478589,B/C,-0.0296161979447906,0.5,0.0,5.240124702453613,4.791280420565943,0.4536986224942599,0.3169148321298133,0.029893107341468,2,-0.3139791488647461,-4.999999364217123,6.400001525878906,0.0
263,Florida International University/Univision,98,1,no,no,0.5905468090816441,B/C,0.0409435610025319,1.0,0.0,1.801551818847656,6.275675393553641,-4.469269234099396,-6.748338224380611,-0.153368332159537,1,1.801551818847656,-13.0,,0.0
264,New Mexico State University,230,1,no,no,0.5905468090816441,B/C,,0.0,0.0,7.145587921142578,8.88757842876825,-1.737136167019083,-3.246362520751393,-0.0737795274685672,0,,,,0.0
265,Google Surveys,122,24,yes,no,0.5910540989182087,B-,-0.1320225189736835,0.875,0.375,5.395437399546306,4.042196857099917,1.358094883052978,1.673735555736507,0.788098135492249,24,-0.2803848584493001,-0.7534010766392506,3.622811150441299,0.0
266,"Drake Research & Strategy, Inc.",329,8,no,no,0.5930347165011257,B/C,-0.0084243407434823,0.375,0.25,6.763461589813232,5.462638528883079,1.305677401536743,0.3030344080762783,0.0302695564089603,8,-0.0843377113342285,3.447916666666666,6.077265755114779,0.082563133011754
267,Myers Research & Strategic Services,319,2,no,no,0.5931762470380728,B/C,0.14019584241651,0.5,0.0,4.186407089233398,5.420198471970155,-1.228937042130168,-0.939433161975486,-0.0314600612720815,2,4.186407089233398,3.4,,0.0
268,Aspen Media & Market Research,17,3,no,no,0.5947561192509095,B/C,-0.0063020479446093,1.0,0.6666666666666666,7.454544067382813,5.585990837842279,1.873407570147123,-0.0905029317702228,-0.0051502375826832,3,-0.1107432047526042,,,0.0
269,Strategy Research,322,2,no,no,0.5964185280907349,B/C,-0.502543845186506,0.0,1.0,6.125537872314453,4.795572996646543,1.3348192162745,0.2810015239701942,0.0230535814654743,2,-6.125537872314453,-1.999411639045267,3.18333371480306,0.0
270,Thirty-Ninth Street Strategies,460,1,no,no,0.5974059606860419,B/C,-0.0930488167484266,0.0,0.0,2.029548645019531,6.352832115291105,-4.318429129664985,-2.889176387062972,-0.1324602122020666,1,-2.029548645019531,-2.366666158040364,3.0,2.579896826126576
271,Léger,572,3,no,no,0.5986432751854601,B/C,0.5543367295038132,1.0,0.0,3.880357106526693,4.067416440790304,-0.1822049936570226,-0.2087787508579852,-0.029825535836855,3,3.880357106526693,0.0554211096012545,2.481682881901375,0.8352816771562054
272,Jorge Benítez,600,4,no,no,0.6023811895696973,B/C,,0.5,0.0,5.131099700927734,5.297056208821066,-0.1611021672867416,0.7390965426333351,0.1343811895696973,0,,,9.25,0.0
273,Morningside College,536,1,no,no,0.6034162189016622,B/C,,0.0,0.0,6.407428741455078,9.729677981260473,-3.317394899198805,-1.103253928318778,-0.0580659962273041,0,,,3.699999809265137,1.08416208745036
274,Strategic Research Associates,462,5,no,no,0.6036641636076195,B/C,0.3747894164079429,0.8,0.2,5.041973876953125,5.698348743882117,-0.6515205263224031,0.4061735327735359,0.0786802590194251,5,1.934786987304687,0.0516381561224897,3.249998092651368,0.3590022379417611
275,Pasquines,552,1,no,no,0.6050388666367741,B/C,,1.0,0.0,10.38766098022461,9.457199369386291,0.9353159514449056,-0.3214632953961422,-0.0128264666715264,0,,,,0.0
276,Rhode Island College,285,5,no,no,0.6052651567589953,B/C,-0.1309599430563732,1.0,0.2,6.078450393676758,5.643182177476349,0.4401225568069987,-0.1207338524825411,-0.0132398729805376,4,-1.535097599029541,-0.7666666666666666,3.899063505374267,0.6776090875222862
277,Benenson Strategy Group,30,11,no,no,0.605386233072347,B/C,1.073700341264608,0.6818181818181818,0.2727272727272727,6.616428722034801,5.982649614913623,0.6386334477277672,0.8050801346974074,0.1752290867103117,11,4.933055530894887,6.076555563608805,9.891467459076248,0.0
278,Canisius College,43,1,no,no,0.6077461967520814,B/C,,1.0,0.0,0.0537261962890625,9.408736251272927,-9.350155714377276,-7.814129174736894,-0.1336119006709826,0,,,,0.0
279,Central Surveys Inc.,46,1,no,no,0.6077461967520814,B/C,0.0285126270690753,0.0,0.0,1.667526245117188,4.926187360836865,-3.253806775113088,-2.185356381181451,-0.037366879047395,1,1.667526245117188,2.2526317395662,,0.0
280,Clarus Research Group,53,3,no,no,0.607940232459405,B/C,0.3041951139593911,1.0,0.3333333333333333,6.774649302164714,5.256346821450742,1.523156821320561,0.3619302539864748,0.0271471347031992,3,4.055581410725911,2.230769230769231,,0.0
281,ASA Marketing Group,5,1,no,no,0.6092912170977801,B/C,0.1091834640090221,1.0,0.0,5.53753662109375,5.337060581610748,0.2053303800895914,-1.515833975783473,-0.0298876586582136,1,5.53753662109375,,,0.0
282,Big Ten,31,10,no,no,0.6096351794226076,B/C,0.8017199283111563,1.0,0.2,4.693703460693359,4.686770196983301,0.0117876043166478,0.7890621290033689,0.1488772365018657,10,4.249184417724609,5.247590615481009,5.429372335731,0.0
283,Frank N. Magid Associates Inc.,105,5,no,no,0.6096971367765378,B/C,0.4424162741492621,0.8,0.4,6.323271942138672,5.399626510996111,0.9284997717491504,0.1270103684589344,0.0088864522206397,5,6.323271942138672,-0.0400000000000002,5.126399401608414,0.2100317129115976
284,Purple Strategies,265,4,no,no,0.610557670306633,B/C,-0.3335362614200786,0.875,0.0,3.015741348266602,4.333702658060196,-1.313106969187005,-0.6859282325093059,-0.0758625862941251,4,-3.015741348266602,-0.151845747877509,2.240816279876927,1.294884551633112
285,Triumph Campaigns,339,1,no,no,0.6113271515044195,B/C,-0.1573667355033384,1.0,0.0,4.229019165039063,5.054368836402566,-0.820495330756914,-0.2520172785339738,-0.0093778568660047,1,-4.229019165039063,-5.0,,0.0
286,BIGresearch,19,1,no,no,0.611345728047248,B/C,-0.0300829916661306,1.0,0.0,1.889528274536133,4.344390565009105,-2.450007949866383,-3.720704480533952,-0.0592369658546209,1,-1.889528274536133,-7.5,6.4,0.0
287,University of Texas at Tyler,458,5,no,no,0.6146207669324337,B/C,0.088754363783471,0.6,0.6,6.617877197265625,5.799107866113763,0.8236236717584504,0.8387642208673118,0.1752127445093873,4,0.5210199356079102,-0.0544177547333733,4.951616544283369,0.0
288,Cooper & Secrest,60,1,no,no,0.6147010430708935,B/C,-0.0391345768022912,0.0,0.0,2.640132904052734,6.184046929344141,-3.539059684684817,-4.960907426329268,-0.0735353180086958,1,-2.640132904052734,,,0.0
289,OurProgress (The Progress Campaign),561,1,no,yes,0.6161654942043626,F,,1.0,1.0,9.39239501953125,8.365918202901572,1.031331157236268,0.2231443898828894,0.0117444415727837,0,,,,0.0
290,Meeting Street Insights,204,4,no,no,0.6180909705289955,B/C,0.7125785299598706,0.5,0.0,4.057546138763428,5.064239196281024,-1.001838716911006,-0.4478094737895041,-0.0786434474488259,4,4.057546138763428,1.280954818209123,2.589868277385861,1.265172167780616
291,Analytical Group,11,1,no,no,0.6184552499999836,B/C,0.0598262926693221,1.0,0.0,4.036056518554688,5.176661106527053,-1.135750247365776,-1.746730230604324,-0.0258917072915293,1,4.036056518554688,-1.333333333333333,6.666666666666666,0.0
292,The Polling Company Inc.,337,7,no,no,0.6200724778436899,B/C,-1.067938553093189,0.7142857142857143,0.5714285714285714,6.255960191999163,5.308021553775161,0.9527929788305908,0.8750483814306691,0.1930820730626939,7,-4.83989988054548,-3.324883065028498,6.250531052568514,0.0
293,Dynamics Marketing,83,1,no,no,0.6207423154389612,B/C,0.0387765602878785,1.0,0.0,3.018547058105469,6.154617547993511,-3.131216149281453,-4.657631660139869,-0.0598324065822249,1,3.018547058105469,-7.5,,0.0
294,Vox Populi Communications,529,1,no,no,0.6207423154389612,B/C,,1.0,0.0,3.522224426269531,7.922152820894688,-4.395074054018568,-3.978707102335895,-0.0511108731623914,0,,,6.0,0.0
295,Diversified Research Inc,80,1,no,no,0.6207423154389612,B/C,-0.064152784522455,1.0,0.0,4.993949890136719,6.554124573829257,-1.555320343085949,-2.783166075606892,-0.0357528324205367,1,-4.993949890136719,,,0.0
296,Gotham Research Group,576,1,no,no,0.6228818480437359,B/C,-0.1734449731809093,1.0,0.0,5.752628326416016,5.80416491424317,-0.046682247220565,-1.563056099378912,-0.047127018791067,1,-5.752628326416016,1.770000076293945,4.0,1.387962868760444
297,Probolsky Research,259,3,no,no,0.6232981732812273,B/C,-0.6900987648517687,0.6666666666666666,0.3333333333333333,6.959641774495442,5.243212170386674,1.721283944715357,0.7459419493432793,0.0882977626579074,2,-9.125648498535156,-5.579999923706055,6.167808482020772,0.0
298,Centre College,47,1,no,no,0.6290964946878583,B/C,0.1537553333945501,1.0,0.0,3.853492736816406,4.892529148884713,-1.034182071461717,-0.0700566622163491,-0.0027952785151694,1,3.853492736816406,2.327529164103718,4.75,0.3515376219114583
299,Market Trends Pacific,190,1,no,no,0.6292134302570268,B/C,0.067351313773143,0.5,0.0,4.543716430664063,5.457385416784418,-0.908814645513766,-1.020951954584041,-0.0151335270344861,1,4.543716430664063,2.5,,0.0
300,Cromer Group,65,1,no,no,0.6296432233094026,B/C,-0.0774360405063987,1.0,0.0,3.927379608154297,6.088251771594662,-2.156017822833776,-0.4836265739348392,-0.0095356524465912,1,-3.927379608154297,-3.346666463216146,,0.0
301,Schoen Cooperman Research,301,1,no,no,0.630353747263825,B/C,-0.0624973442065987,1.0,0.0,2.386863708496094,5.370243436440502,-2.978525387337819,-1.049814137594858,-0.027488203568841,1,-2.386863708496094,-2.088709677419355,1.944444444444444,0.973580989975632
302,Neighborhood Research and Media,227,3,no,no,0.6327207120173951,B/C,-0.0597491170284171,0.3333333333333333,0.6666666666666666,6.965807278951009,7.017953530798856,-0.0472919112412569,0.8073851098372956,0.0885903933980165,1,-3.422222137451172,-7.229166666666667,8.5,0.0
303,NRECA Market Research,223,1,no,no,0.6330559026141181,B/C,0.0697342213024587,1.0,0.0,6.265480041503906,5.440001734980825,0.8303326471296706,-1.364873156027169,-0.0151909137179756,1,6.265480041503906,,,0.0
304,Dartmouth College,72,3,no,no,0.6342064191532407,B/C,,1.0,0.6666666666666666,9.2988650004069,8.594980148218431,0.7087391927950591,0.3695070114900995,0.0138834760643398,0,,,,0.0
305,West Chester University,377,7,no,no,0.6377892709752928,B/C,0.1062716401396332,1.0,0.1428571428571428,5.193498338971819,5.097989502090199,0.1003631774882107,-0.0474869794047064,-0.0051136258278728,7,0.9868768964494976,2.293927115535686,3.691488636510464,0.8972301144595187
306,Liberty Opinion Research,169,1,no,no,0.6405103784070884,B/C,,1.0,1.0,6.079864501953125,9.00806824817187,-2.923349405612156,0.0530148062504045,0.0021153041582252,0,,,2.5,0.5145265914137396
307,ALG Research,14,20,no,no,0.6427516791927023,B/C,1.312342015934227,0.575,0.35,6.310317039489746,5.869546981792729,0.4456243983036055,0.9047965259224644,0.3601880678847847,20,3.29661808013916,5.859090865572082,4.818246478230167,0.107875495901892
308,Wick Communications,381,1,no,no,0.6452559228484718,B/C,0.0558979032903333,1.0,0.0,2.835014343261719,5.978589862980124,-3.138721179111816,-0.8856187931012665,-0.017461722465898,1,2.835014343261719,4.0,5.0,1.193832780705905
309,Zimmerman & Associates/Marketing Intelligence,394,3,no,no,0.6498885803996233,B/C,0.1938247030416279,1.0,0.0,4.675465901692708,5.549925218374376,-0.8696049760750783,0.1656563550649974,0.0099340599920116,3,3.232142130533854,0.652592440004702,2.19999885559082,0.7217297129798763
310,Rossman Group,294,1,no,no,0.6506261206815344,B/C,0.1102692544733953,1.0,0.0,4.211341857910156,5.846049886685832,-1.629853688169086,0.6979980298825965,0.0182762941067072,1,4.211341857910156,4.666666666666668,,0.0
311,Victoria Research & Consulting,369,1,no,no,0.6517964988250861,B/C,0.1376153728243881,0.5,0.0,8.048267364501953,6.227888794106417,1.825232911002125,0.5762282315874135,0.0098527868583982,1,8.048267364501953,17.5,,0.0
312,"University of Nevada, Las Vegas",356,1,no,no,0.6523054001943108,B/C,,1.0,1.0,8.909448623657227,8.321813454871092,0.5924895093927236,0.8007941442703316,0.0241443929618394,0,,,,0.0
313,Pacific Market Research,459,2,no,no,0.6536851612976886,B/C,-0.6555274086879038,1.0,0.5,7.476832389831543,5.863477841794323,1.618208888643809,0.9839740405660394,0.0862694145592523,2,-7.476832389831543,-0.9224997520446774,,0.0
314,Iona College,152,1,no,no,0.6549196296105675,B/C,0.1141930803039217,1.0,0.0,4.361198425292969,5.773430070496683,-1.407377304597125,-1.398690645469099,-0.0366231429122988,1,4.361198425292969,-1.666666666666667,1.5,2.260663973420936
315,QEV Analytics,266,1,no,no,0.6558623172861971,B/C,,0.0,0.0,6.367771148681641,5.673281247074294,0.6993442422139364,-1.01937610592222,-0.0248684132594613,0,,,3.0,1.905769189375852
316,West Virginia Research Center,378,2,no,no,0.657586085130409,B/C,0.1635247809902922,0.5,0.5,6.446525573730469,5.210471722475418,1.24090819186164,0.9443752408337628,0.0239553465915487,2,6.446525573730469,3.8,5.333333333333333,0.016462644620733
317,CallFire,42,4,no,no,0.6590668814547462,B/C,-0.4349172423877488,0.75,0.0,3.932399749755859,4.244107615986392,-0.3068535256239434,0.0655100157837398,0.0072453049604662,4,-3.932399749755859,-0.4651136850381826,2.493135083803914,0.9820529879874998
318,Becker Institute,26,5,no,no,0.6631983552533153,B/C,0.3529105264432197,0.8,0.4,7.657408905029297,6.29713180354484,1.365131442091047,1.103470094387338,0.0743476375770897,5,5.237909698486328,0.0695833524068195,9.221825406947977,0.0
319,Hill Research Consultants,140,5,no,no,0.6635818583442351,B/C,-0.2769093037745259,0.6,0.2,5.26837387084961,5.346716989981899,-0.0734887785257006,-0.1936170207842335,-0.0144397222971352,5,-3.712976837158203,-2.778571428571428,2.69413628759136,1.297644865587007
320,TargetSmart/William & Mary,332,3,no,no,0.6641617025639919,B/C,0.59101995366542,0.6666666666666666,0.3333333333333333,5.331492106119792,4.375202645120252,0.961143801606129,0.8903581807283232,0.0987002212974594,3,5.331492106119792,1.663733113547817,4.073964020321752,0.2031838417200449
321,Rice University,286,2,no,no,0.6686946525332566,B/C,0.1726691421866744,1.0,0.0,5.910717010498047,5.082745594437103,0.8328257566675332,0.0576636584845435,0.0016845222716952,2,5.910717010498047,-0.3636363636363633,2.392080818711254,1.295967000809112
322,Independent Market Research,148,2,no,no,0.6695780386486831,B/C,0.1167473015497415,1.0,0.5,5.758111953735352,5.211989089447775,0.5509772048941661,1.265916119646411,0.0278688837269625,2,5.303129196166992,4.178571428571429,5.5,0.225156689108887
